car_links,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_imgUrl,trendingText_heading,trendingText_desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Year of Manufacture,RTO,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Headlamp Washers,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Folding3rd Row Seat,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smart Key Band,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Value Configuration,Super Charger,Turning Radius,Top Speed,Acceleration,Gross Weight,Front Tread,Rear Tread,BoreX Stroke,Compression Ratio,Ground Clearance Unladen
https://www.cardekho.com/used-car-details/used-Hyundai-Verna-Crdi-1.6-At-Sx-Plus-cars-New-Delhi_6cec4d57-190b-466b-b1d4-68b7b91107d5.htm,0,Diesel,Sedan,"17,000",Automatic,1,1st Owner,Hyundai,Hyundai Verna,2018,5962,CRDi 1.6 AT SX Plus,₹ 11.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2018,Third Party insurance,Diesel,5 Seats,"17,000 Kms",First Owner,1582 cc,Automatic,2018,DL7C,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,22 kmpl,1582 CC,126.2bhp@4000rpm,259.87nm,16,5,White,U2 VGT Diesel Engine,1582,259.87nm@1500-3000rpm,4.0,4.0,CRDi,Yes,4440mm,1729mm,1475mm,2600mm,1285,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,4,480,DOHC,No,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mg-Hector-Sharp-Dct-cars-New-Delhi_c14e0c7d-0e3c-4088-a911-fdf218d3cad8.htm,0,Petrol,SUV,"30,000",Automatic,1,1st Owner,MG,MG Hector,2020,7486,Sharp DCT,₹ 15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"30,000 Kms",First Owner,1451 cc,Automatic,2020,DL12,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,13.96 kmpl,1451 CC,141bhp@5000rpm,250Nm,R17,5,Others,,1451,250Nm@1600-3600rpm,4.0,4.0,,Yes,4655mm,1835mm,1760mm,2750mm,1800,6 Speed,FWD,5,,Disc,Disc,Radial,R17,5,587,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Honda-Jazz-X-cars-New-Delhi_d796a1d2-8bf8-4c15-b811-4e5e7f703543.htm,0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Honda,Honda Jazz,2012,1354,X,₹ 2.61 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2012,Third Party insurance,Petrol,5 Seats,"70,000 Kms",First Owner,1198 cc,Manual,2012,DL4C,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16.7 kmpl,1198 CC,88.8bhp@6200rpm,110Nm,15,5,Grey,SOHC i-VTEC,1198,110Nm@4800rpm,4.0,4.0,PGM - Fi,No,3900mm,1695mm,1535mm,2500mm,1060kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,5,,SOHC,No,4.9metres,165km/hr,11.2 Seconds,,1490mm,1475mm,,,
https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Zxi-At-Petrol-cars-New-Delhi_a66e935f-dfec-4a89-a95b-25bb8499b516.htm,0,Petrol,MUV,"65,202",Automatic,1,1st Owner,Maruti,Maruti Ertiga,2019,6700,ZXI AT Petrol,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2019,Third Party insurance,Petrol,7 Seats,"65,202 Kms",First Owner,1462 cc,Automatic,2019,HR26,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,18.69 kmpl,1462 CC,103bhp@6000rpm,138Nm,,7,Red,K15 Smart Hybrid,1462,138Nm@4400rpm,4.0,4.0,MPFI,No,4395 mm,1735 mm,1690 mm,2740 mm,1170 Kg,4 Speed,2WD,7,Power,Ventilated Disc,Drum,"Tubeless, Radial",,5,209 litres,DOHC,No,5.2 metres,,,1740 Kg,1510 mm,1520 mm,74 X 85 mm,10.5:1,
https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Vxi-cars-New-Delhi_00c40227-529c-40f1-bd4a-ede17f586928.htm,0,Petrol,MUV,"72,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2013,4060,VXI,₹ 4.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2013,Third Party insurance,Petrol,7 Seats,"72,000 Kms",First Owner,1373 cc,Manual,2013,DL8C,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16.02 kmpl,1373 CC,93.7bhp@6000rpm,130Nm,,7,Blue,K Series Petrol Engine,1373,130Nm@4000rpm,4.0,4.0,MPFI,No,4265mm,1695mm,1685mm,2740mm,1160kg,5 Speed ,FWD,7,Power,Disc,Drum,"Tubeless,Radial",,5,135-liters,DOHC,No,5.2 metres,164 Kmph,13 Seconds,1760kg,1480mm,1490mm,73 X 82 mm,17.6:1,
https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Cng-Lxi-cars-Ghaziabad_5ff27718-3004-40d1-aca4-f61e9536ef29.htm,0,Cng,Hatchback,"45,313",Manual,1,1st Owner,Maruti,Maruti Wagon R,2021,7583,CNG LXI,₹ 5.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2021,Not Available,CNG,5 Seats,"45,313 Kms",First Owner,998 cc,Manual,2021,UP14,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.52 kmpl,998 CC,58.33bhp@5500rpm,78Nm,,5,Magma Grey,K10B Petrol Engine,998,78Nm@3500rpm,3.0,4.0,MPFI,No,3655 mm,1620 mm,1675 mm,2435 mm,905-910kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",,5,341 Litres,DOHC,No,4.7 metres,,18.6 Seconds,1340kg,,,73 x 79.5 mm,,
https://www.cardekho.com/used-car-details/used-Mercedes-benz-C-class-C-220-Cdi-Avantgarde-cars-New-Delhi_93a94b6a-0605-4b6e-a0d5-fc5cd0e38de0.htm,0,Diesel,Sedan,"40,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2015,4700,C 220 CDI Avantgarde,₹ 25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"40,000 Kms",First Owner,2143 cc,Automatic,2015,,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,19.27 kmpl,2143 CC,170bhp@3000-4200rpm,400Nm,17,5,Others,In-Line Engine,2143,400Nm@1400-2800rpm,4.0,4.0,CRDi,Yes,4686mm,2020mm,1442mm,2840mm,1655kg,7 Speed,RWD,5,Power,Disc,Disc,"Tubeless, Radial",17,4,480-litres,DOHC,No,5.61 metres,233 Kmph,7.4 Seconds,2135kg,1588mm,1570mm,,,
https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W6-2wd-cars-New-Delhi_62fad48e-eb2b-4b51-bfff-657f28d03f12.htm,0,Diesel,SUV,"1,20,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2014,3822,W6 2WD,₹ 6.64 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,7 Seats,"1,20,000 Kms",First Owner,2179 cc,Manual,2014,PB03,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.1 kmpl,2179 CC,140bhp@3750rpm,330Nm,,7,Others,mHawk Diesel Engine,2179,330Nm@1600-2800rpm,4.0,4.0,Direct Injection ,Yes,4585mm,1890mm,1785mm,2700mm,1900,6 Speed ,FWD,7,Power,Disc & Caliper Type,Disc & Caliper Type,"Tubeless,Radial ",,5,,DOHC,No,5.6 metres,175 kmph,12.5 Seconds,2450kg,,,,,
https://www.cardekho.com/buy-used-car-details/used-Maruti-Ritz-Vxi-cars-Ghaziabad_cc0c55dc-f10e-469e-899c-173f0966f6b2.htm,0,Petrol,Hatchback,"54,235",Manual,2,2nd Owner,Maruti,Maruti Ritz,2014,4141,VXi,₹ 2.84 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2014,Third Party,Petrol,5 Seats,"54,235 Kms",Second Owner,1197 cc,Manual,2014,DL02,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18.5 kmpl,1197 CC,85.80bhp@6000rpm,114Nm,,5,Grey,K Series Petrol Engine,1197,114Nm@4000rpm,4.0,4.0,MPFI,No,3775mm,1680mm,1620mm,2360mm,1015kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",,5,236-liters,DOHC,No,4.7 metres,156 Kmph,15 Seconds,1430kg,1470mm,1480mm,,,
https://www.cardekho.com/buy-used-car-details/used-Maruti-Ignis-1.2-Amt-Alpha-Bsiv-cars-Ghaziabad_a5a0f2d7-f8e0-4497-8e6b-3d0c107852d1.htm,0,Petrol,Hatchback,"52,777",Automatic,1,1st Owner,Maruti,Maruti Ignis,2018,5938,1.2 AMT Alpha BSIV,₹ 5.20 Lakh,₹ 5.49 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2018,Zero Dep,Petrol,5 Seats,"52,777 Kms",First Owner,1197 cc,Automatic,2018,UP16,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,20.89 kmpl,1197 CC,81.80bhp@6000rpm,113Nm,15,5,Silver,1.2-Litre VVT Petrol Engine,1197,113Nm@4200rpm,4.0,4.0,MPFI,No,3700mm,1690mm,1595mm,2435mm,855,5 Speed,FWD,5,Electrical,Disc,Drum,"Tubeless,Radial",15,5,260-litres,SOHC,No,4.7 m,,13.69 Seconds,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-I20-1.2-Magna-Executive-cars-New-Delhi_31e85f71-9630-4fc8-952d-10aba2d633d1.htm,0,Petrol,Hatchback,"26,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,5692,1.2 Magna Executive,₹ 5.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2018,Comprehensive,Petrol,5 Seats,"26,000 Kms",First Owner,1197 cc,Manual,2018,DL9C,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,18.6 kmpl,1197 CC,81.83bhp@6000rpm,114.7Nm,,5,Silver,Kappa VTVT Petrol Engine,1197,114.7Nm@4000rpm,4.0,4.0,MPFI,No,3985mm,1734mm,1505mm,2570mm,1066kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,295-litres,DOHC,No,5.2 metres,170 Kmph,13.2 Seconds,,1505mm,1503mm,,,
https://www.cardekho.com/buy-used-car-details/used-Skoda-Rapid-1.6-Mpi-Active-Bsiv-cars-Faridabad_5e705041-b0d3-40a6-b9d1-68fd54b0bf01.htm,0,Petrol,Sedan,"77,937",Manual,1,1st Owner,Skoda,Skoda Rapid,2018,3124,1.6 MPI Active BSIV,₹ 6.55 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2019,Third Party,Petrol,5 Seats,"77,937 Kms",First Owner,1598 cc,Manual,2018,HR51,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,15.41 kmpl,1598 CC,103.2bhp@5200-5250rpm,153Nm,,5,White,Petrol Engine,1598,153Nm@3750-3800rpm,4.0,4.0,MPFI,No,4413mm,1699mm,1466mm,2552mm,1111kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,460,DOHC,No,5.3 meters,185kmph,,1680Kg,,,,,120mm
https://www.cardekho.com/buy-used-car-details/used-Tata-Tigor-Xz-Plus-Bsvi-cars-Gurgaon_8714e48f-785c-4f3a-adc6-8aeb9cf9edb5.htm,0,Petrol,Sedan,"40,663",Manual,1,1st Owner,Tata,Tata Tigor,2021,7373,XZ Plus BSVI,₹ 6.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2021,Zero Dep,Petrol,5 Seats,"40,663 Kms",First Owner,1199 cc,Manual,2021,HR24,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,19.28 kmpl,1199 CC,84.82bhp@6000rpm,113Nm,15,5,Silver,1.2L Revotron Engine,1199,113Nm@3300rpm,3.0,4.0,,,3993mm,1677,1532,2450,1030,5-Speed,,5,Electric,Disc,Drum,"Tubeless,Radial",15,4,419,,,,,,,,,,,170
https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-Asta-cars-New-Delhi_b0745f24-3539-4faa-ae81-a2565177e5ad.htm,0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2015,1542,Asta,₹ 3.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2015,Comprehensive,Petrol,5 Seats,"40,000 Kms",First Owner,1197 cc,Manual,2015,DL8C,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,18.9 kmpl,1197 CC,82bhp@6000rpm,114Nm,14,5,Blue,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,935kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,DOHC,No,4.8 metres,165 Kmph,12.9 Seconds,,1479mm,1493mm,,,
