car_links,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText_imgUrl,trendingText_heading,trendingText_desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Year of Manufacture,RTO,Accessory Power Outlet,Active Noise Cancellation,Adjustable Head Lights,Adjustable Headrest,Adjustable Seats,Adjustable Steering,Air Conditioner,Air Quality Control,Alloy Wheels,Android Auto,Anti Lock Braking System,Anti Pinch Power Windows,Anti Theft Alarm,Anti Theft Device,Apple Car Play,Audio System Remote Control,Automatic Driving Lights,Automatic Head Lamps,Battery Saver,Blind Spot Monitor,Bluetooth,Brake Assist,Cassette Player,Cd Changer,Cd Player,Centeral Locking,Centrally Mounted Fuel Tank,Child Safety Locks,Chrome Garnish,Chrome Grille,Cigarette Lighter,Clutch Lock,Compass,Cornering Foglamps,Cornering Headlamps,Crash Sensor,Cruise Control,Cup Holders Front,Cup Holders Rear,Day Night Rear View Mirror,Digital Clock,Digital Odometer,Door Ajar Warning,Drive Modes,Driver Air Bag,Driving Experience Control Eco,Dual Tone Body Colour,Dual Tone Dashboard,Dvd Player,Ebd,Electric Folding Rear View Mirror,Electronic Multi Tripmeter,Eletronic Stability Control,Engine Check Warning,Engine Immobilizer,Engine Start Stop Button,Fabric Upholstery,Find My Car Location,Fog Lights Front,Fog Lights Rear,Follow Me Home Headlamps,Front Impact Beams,Gear Shift Indicator,Geo Fence Alert,Glove Box Cooling,Glove Compartment,Halogen Headlamps,Hands Free Tailgate,Headlamp Washers,Heads Up Display,Heated Wing Mirror,Heater,Height Adjustable Driver Seat,Height Adjustable Front Seat Belts,Hill Assist,Hill Descent Control,Impact Sensing Auto Door Lock,Integrated Antenna,Integrated2Din Audio,Internal Storage,Isofix Child Seat Mounts,Keyless Entry,Knee Airbags,LEDDRLs,LEDFog Lamps,LEDHeadlights,LEDTaillights,Lane Change Indicator,Lane Watch Camera,Leather Seats,Leather Steering Wheel,Leather Wrap Gear Shift Selector,Low Fuel Warning Light,Luggage Hook And Net,Manually Adjustable Exterior Rear View Mirror,Mirror Link,Moon Roof,Multifunction Steering Wheel,Navigation System,No Of Airbags,Number Of Speaker,Outside Rear View Mirror Turn Indicators,Outside Temperature Display,Passenger Air Bag,Passenger Side Rear View Mirror,Power Adjustable Exterior Rear View Mirror,Power Antenna,Power Boot,Power Door Locks,Power Folding3rd Row Seat,Power Steering,Power Windows Front,Power Windows Rear,Pretensioners And Force Limiter Seatbelts,Projector Headlamps,Radio,Rain Sensing Wiper,Real Time Vehicle Tracking,Rear ACVents,Rear Camera,Rear Entertainment System,Rear Folding Table,Rear Reading Lamp,Rear Seat Belts,Rear Seat Centre Arm Rest,Rear Seat Headrest,Rear Spoiler,Rear Window Defogger,Rear Window Washer,Rear Window Wiper,Remote Climate Control,Remote Engine Start Stop,Remote Fuel Lid Opener,Remote Horn Light Control,Remote Trunk Opener,Removable Convertible Top,Roof Carrier,Roof Rail,Seat Belt Warning,Seat Lumbar Support,Side Air Bag Front,Side Air Bag Rear,Side Impact Beams,Side Stepper,Smart Access Card Entry,Smart Key Band,Smoke Headlamps,Sos Emergency Assistance,Speakers Front,Speakers Rear,Speed Alert,Speed Sensing Auto Door Lock,Steering Mounted Tripmeter,Steering Wheel Gearshift Paddles,Sun Roof,Tachometer,Tailgate Ajar,Tinted Glass,Touch Screen,Touch Screen Size,Traction Control,Trunk Light,Tyre Pressure Monitor,Usb Auxiliary Input,Vanity Mirror,Vehicle Stability Control System,Ventilated Seats,View360Camera,Voice Control,Wheel Covers,Wifi Connectivity,Wireless Phone Charging,Xenon Headlamps,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Value Configuration,Super Charger,Turning Radius,Top Speed,Acceleration,Gross Weight,Front Tread,Rear Tread,BoreX Stroke,Compression Ratio,Ground Clearance Unladen
https://www.cardekho.com/buy-used-car-details/used-Maruti-S-presso-Vxi-2019-2022-cars-Ghaziabad_eee0fdbc-dffa-4128-bebf-fa19f18aa61a.htm,0,Petrol,Hatchback,"15,981",Manual,1,1st Owner,Maruti,Maruti S-Presso,2019,7172,VXI 2019-2022,₹ 4.27 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2019,Comprehensive,Petrol,5 Seats,"15,981 Kms",First Owner,998 cc,Manual,2019,DL2C,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21.7 kmpl,998 CC,65.71bhp@5500rpm,89Nm,,5,Silver,K10C,998,89Nm@3500rpm,3.0,4.0,,,3565,1520,1567,2380,736-775,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",,5,,,,4.5,,,1170,1316,1318,,,
https://www.cardekho.com/used-car-details/used-Mg-Hector-Sharp-Cvt-cars-New-Delhi_4e8d831e-2d6a-43cc-8793-2ea17ee260b1.htm,0,Petrol,SUV,"7,500",Automatic,1,1st Owner,MG,MG Hector,2022,8343,Sharp CVT,₹ 19 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2022,Comprehensive,Petrol,5 Seats,"7,500 Kms",First Owner,1451 cc,Automatic,2022,UP78,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,,1451 CC,141bhp@5000rpm,250Nm,18,5,Grey,1.5 L Turbocharged Intercooled,1451,250Nm@1600-3600rpm,4.0,4.0,,Yes,4655mm,1835mm,1760mm,2750mm,1820,8-Speed,FWD,5,Power,Disc,Disc,"Tubeless, Radial",18,5,587,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Audi-A4-Technology-cars-New-Delhi_41a1803b-5e9b-4c3d-ab46-174fadb85623.htm,0,Petrol,Sedan,"6,300",Automatic,1,1st Owner,Audi,Audi A4,2022,10550,Technology,₹ 42 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2022,Comprehensive,Petrol,5 Seats,"6,300 Kms",First Owner,1998 cc,Automatic,2022,UP32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,,1998 CC,187.74bhp@4200-6000rpm,320Nm,17,5,Grey,2.0 L TFSI petrol engine,1998,320Nm@1450–4200rpm,4.0,4.0,,Yes,4762mm,1847mm,1433mm,2819mm,1555kg,7-speed Stronic,FWD,5,Electric,,,"Tubeless,Radial",17,4,460,,,,241 Kmph,7.3sec,2145kg,1572mm,1555mm,,,
https://www.cardekho.com/buy-used-car-details/used-Hyundai-I10-Sportz-cars-Noida_06ae46e9-4b38-41c5-839c-399d746e2b02.htm,0,Petrol,Hatchback,"73,052",Manual,1,1st Owner,Hyundai,Hyundai i10,2011,1570,Sportz,₹ 1.83 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2011,Third Party,Petrol,5 Seats,"73,052 Kms",First Owner,1197 cc,Manual,2011,DL10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20.36 kmpl,1197 CC,78.9bhp@6000rpm,111.8Nm,13,5,Silver,DOHC Kappa2 Engine,1197,111.8Nm@4000rpm,4.0,4.0,MPFI,No,3585mm,1595mm,1550mm,2380mm,960,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,DOHC,No,,,,,1400mm,1385mm,71 x 75.6 mm,10.5:1,
https://www.cardekho.com/used-car-details/used-Honda-City-I-Vtec-Cvt-Sv-cars-New-Delhi_afdcf48e-0e2e-46b2-9f48-fd33a25eeccf.htm,0,Petrol,Sedan,"61,000",Automatic,1,1st Owner,Honda,Honda City,2014,1276,i VTEC CVT SV,₹ 5.71 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2014,Comprehensive,Petrol,5 Seats,"61,000 Kms",First Owner,1497 cc,Automatic,2014,DL4C,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,18 kmpl,1497 CC,117.3bhp@6600rpm,145Nm,,5,Grey,i VTEC Engine,1497,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1065kg,5 Speed CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,510-litres,SOHC,No,5.3 metres,195 Kmph,10 Seconds,,1480mm,1465mm,73.0 X 89.4 mm,10.3:1,
https://www.cardekho.com/buy-used-car-details/used-Tata-Punch-Creative-Ira-Bsvi-cars-Noida_333a73c8-6250-45a4-9799-e65384a6c4ab.htm,0,Petrol,SUV,"15,036",Manual,1,1st Owner,Tata,Tata Punch,2021,8928,Creative IRA BSVI,₹ 8.06 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2021,Third Party,Petrol,5 Seats,"15,036 Kms",First Owner,1199 cc,Manual,2021,DL11,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09 kmpl,1199 CC,86.63bhp@6000rpm,115Nm,16,5,Black,1.2 l Revotron Engine,1199,115Nm@3250+/-100rpm,3.0,4.0,,,3827mm,1742,1615,2445,,5 Speed,,5,Electric,Disc,Drum,"Tubeless,Radial",16,5,366,,,,,16.81s,,,,,,
https://www.cardekho.com/used-car-details/used-Bmw-5-Series-520d-Luxury-Line-cars-New-Delhi_d863d272-262e-4127-a06c-2ec3035b3e83.htm,0,Diesel,Sedan,"94,000",Automatic,1,1st Owner,BMW,BMW 5 Series,2015,8483,520d Luxury Line,₹ 17 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2015,Comprehensive,Diesel,5 Seats,"94,000 Kms",First Owner,1995 cc,Automatic,2015,DL1C,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,20.37 kmpl,1995 CC,187.74bhp@4000rpm,400nm,18,5,Black,,1995,400nm@1750–2500rpm,4.0,4.0,,Turbo,4963mm,2126mm,1497mm,2975mm,1660,8-Speed Automatic Transmission,,5,Electric,Ventilated Disc,Ventilated Disc,,18,4,,,,,,7.3,,1606mm,1631mm,,,
https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-1.2-Vtvt-E-Plus-cars-New-Delhi_c5d5b023-c2dd-44bd-bc6a-6ade358d501d.htm,0,Petrol,Sedan,"39,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2018,5783,1.2 VTVT E Plus,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2018,Third Party insurance,Petrol,5 Seats,"39,000 Kms",First Owner,1197 cc,Manual,2018,DL8C,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20.14 kmpl,1197 CC,81.86bhp@6000rpm,113.75nm,,5,White,Kappa VTVT Petrol Engine,1197,113.75nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1660mm,1520mm,2425mm,1100,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,4,407-litres,DOHC,No,4.7 metres,172 Kmph,14.2 Seconds,,1479mm,1493mm,,,
https://www.cardekho.com/used-car-details/used-Mahindra-Kuv-100-Mfalcon-G80-K2-cars-Faridabad_758b862d-f77a-448f-a6aa-b4323037d1de.htm,0,Petrol,SUV,"90,000",Manual,3,3rd Owner,Mahindra,Mahindra KUV 100,2016,3563,mFALCON G80 K2,₹ 2.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Petrol,6 Seats,"90,000 Kms",Third Owner,1198 cc,Manual,2016,HR52,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15 kmpl,1198 CC,82bhp@5500rpm,115Nm,,6,Others,mFALCON G80 Engine,1198,115Nm@3500-3600rpm,3.0,4.0,MPFI,No,3675mm,1705mm,1635mm,2385mm,1115,5 Speed,FWD,6,Power,Disc,Drum,"Tubeless,Radial",,5,243-litres,DOHC,No,5.05 meters,160 kmph,14.5 seconds,,1490mm,1490mm,,,
https://www.cardekho.com/used-car-details/used-Skoda-Fabia-1.2-Mpi-Ambition-cars-New-Delhi_93a463f5-6994-4ba5-b6a0-181f6c85238f.htm,0,Petrol,Hatchback,"90,000",Manual,1,1st Owner,Skoda,Skoda Fabia,2011,3036,1.2 MPI Ambition,₹ 1.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"90,000 Kms",First Owner,1198 cc,Manual,2011,DL7C,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,16.25 kmpl,1198 CC,73.9bhp@5400rpm,110Nm,14,5,Others,In-Line Engine,1198,110Nm@3750rpm,3.0,4.0,MPFI,No,4000mm,1642mm,1522mm,2465mm,1070kg,5 Speed,Two Wheel Drive,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,5,300-litre,DOHC,No,4.9 metres,163km/hr,14.8 seconds,1550kg,1380mm,1384mm,,9.5:1,
https://www.cardekho.com/used-car-details/used-Mercedes-benz-Gls-350d-4matic-cars-New-Delhi_4bfe6eff-c37c-4bc0-a23e-7cb082c43236.htm,0,Diesel,SUV,"44,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz GLS,2017,4654,350d 4MATIC,₹ 55.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2017,Third Party insurance,Diesel,7 Seats,"44,000 Kms",Second Owner,2987 cc,Automatic,2017,HP17,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,11 kmpl,2987 CC,258bhp@3400rpm,620Nm,20,7,White,V-Type Engine,2987,620Nm@1600-2400rpm,6.0,4.0,CDI,Yes,5130mm,2141mm,1850mm,3075mm,2455kg,9 Speed,AWD,7,Power,Ventilated Disc,Disc,"Tubeless,Radial",20,5,680-Liters,,No,12.40 m,222 kmph,7.8 seconds,3250kg,1655mm,1675mm,,,
https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lx-cars-New-Delhi_fd8e622b-dc2c-42dd-82ca-e3981778079e.htm,0,Petrol,Hatchback,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2006,4335,LX,"₹ 60,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2006,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",Second Owner,998 cc,Manual,2006,GJ01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9 kmpl,998 CC,67.1bhp@6200rpm,90Nm,13,5,Others,K Series Petrol Engine,998,90Nm@3500rpm,3.0,4.0,MPFI,No,3595mm,1475mm,1700mm,2400mm,870kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,No,4.6metres,,,1350kg,1295mm,1290mm,,,
https://www.cardekho.com/used-car-details/used-Renault-Kwid-Rxl-cars-Gurgaon_9746213b-b278-40b3-a538-4cfa2cfbd560.htm,0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Renault,Renault KWID,2018,5093,RXL,₹ 2.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Petrol,5 Seats,"30,000 Kms",First Owner,799 cc,Manual,2018,DL1C,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,25.17 kmpl,799 CC,53.3bhp@5678rpm,72Nm,,5,Others,Petrol Engine,799,72Nm@4386rpm,3.0,4.0,MPFi,No,3679mm,1579mm,1478mm,2422mm,690,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,300,DOHC,No,4.9 metres,135 Kmph,16 Seconds,,,,,,
https://www.cardekho.com/used-car-details/used-Volvo-Xc60-B5-Ultimate-Bsvi-cars-New-Delhi_537a8be4-d697-4000-ac66-7d32a2f81bee.htm,0,Petrol,SUV,"4,900",Automatic,1,1st Owner,Volvo,Volvo XC60,2021,9469,B5 Ultimate BSVI,₹ 61.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2021,Comprehensive,Petrol,5 Seats,"4,900 Kms",First Owner,1969 cc,Automatic,2021,DL2C,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,11.2 kmpl,1969 CC,250bhp@4000rpm,350Nm,19,5,Grey,Turbo Petrol Engine,1969,350Nm@1500-3000rpm,5.0,4.0,,Yes,4708mm,1902mm,1653 mm,2774mm,1945,8Speed,AWD,5,Power,Disc,Disc,"Tubeless,Radial",19,5,483lts,,No,5.8 meters,180 Kmph,8.3 Seconds,,1632mm,1586mm,81 x 93.15 mm,,
https://www.cardekho.com/used-car-details/used-Mini-Cooper-One-cars-New-Delhi_bcc5ab7c-e0e7-4803-8f67-43dd4b3ce5a9.htm,0,Petrol,Hatchback,"36,000",Automatic,2,2nd Owner,Mini,Mini Cooper,2015,5189,One,₹ 19.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2015,Comprehensive,Petrol,5 Seats,"36,000 Kms",Second Owner,1598 cc,Automatic,2015,DL01,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,19.23 kmpl,1598 CC,98bhp,153Nm,15,5,Brown,Petrol Engine,1598,153Nm@3000rpm,4.0,2.0,,Yes,4097mm,1789mm,1561mm,2595mm,1340kg,6 Speed AT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,350-litres,,No,,168 Kmph,13.9 Seconds,1735kg,1534mm,1559mm,,,
